
























STR_CONFIG_SETTING_TREE_PLACER_PERFECT                          :完璧
STR_NETWORK_MESSAGE_GAVE_MONEY_AWAY                             :*** {1:STRING}に{2:CURRENCY_LONG}を譲渡しました
STR_NETWORK_MESSAGE_MONEY_GIVE_SRC_DESCRIPTION                  :{STRING} ({COMPANY})

STR_TRANSPARENT_LOADING_TOOLTIP                                 :{BLACK}積み下ろしインジケータの透過表示を切り替えます。 Ctrl+クリックでロックします
STR_TRANSPARENT_TUNNELS_TOOLTIP                                 :{BLACK}トンネル内の輸送機器の透過表示を切り替えます。{}Ctrl+クリックでロックします

STR_LINKGRAPH_STATS_TOOLTIP_TIME_EXTENSION_GENERAL              :{}平均輸送時間: {STRING}
STR_LINKGRAPH_STATS_TOOLTIP_CAPACITY                            :{}許容量: {CARGO_LONG}
STR_LINKGRAPH_STATS_TOOLTIP_USAGE                               :{}利用率: {CARGO_LONG}
STR_LINKGRAPH_STATS_TOOLTIP_PLANNED                             :{}見込み: {CARGO_LONG}
STR_LINKGRAPH_STATS_TOOLTIP_DISTANCE                            :マンハッタン距離: {COMMA} タイル{}直線距離: {COMMA} タイル

STR_RAIL_TOOLBAR_TOOLTIP_BUILD_POLYRAIL                         :{BLACK}折れ線線路建設モードで線路を建設します。Ctrlで建設/撤去の切り替えができます。Shiftを押しながら決定すると費用の見積が出ます

STR_BUILD_SIGNAL_SEMAPHORE_PROG_TOOLTIP                         :{BLACK}プログラム可能な事前信号 (腕木式){}プログラム可能な事前信号はプログラムで複雑な挙動をさせることのできるコンボ信号です。
STR_BUILD_SIGNAL_SEMAPHORE_NO_ENTRY_TOOLTIP                     :{BLACK}進入禁止信号 (腕木式){}パス信号では、互いに衝突しない経路が確保できる場合には1つの閉塞内に複数の列車が入ることを許容します。進入禁止信号は信号の前面から通過することはできません
STR_BUILD_SIGNAL_ELECTRIC_PROG_TOOLTIP                          :{BLACK}プログラム可能な事前信号 (色灯式){}プログラム可能な事前信号はプログラムで複雑な挙動をさせることのできるコンボ信号です。
STR_BUILD_SIGNAL_ELECTRIC_NO_ENTRY_TOOLTIP                      :{BLACK}進入禁止信号 (色灯式){}パス信号では、互いに衝突しない経路が確保できる場合には1つの閉塞内に複数の列車が入ることを許容します。進入禁止信号は信号の前面から通過することはできません

STR_BUILD_SIGNAL_DEFAULT_STYLE                                  :デフォルト
STR_BUILD_SIGNAL_STYLE_TOOLTIP                                  :{BLACK}信号の種類を選択してください

# Tracerestrict GUI
STR_TRACE_RESTRICT_CONDITIONAL_COMPARATOR_EQUALS                :である
STR_TRACE_RESTRICT_CONDITIONAL_COMPARATOR_NOT_EQUALS            :ではない
STR_TRACE_RESTRICT_CONDITIONAL_COMPARATOR_LESS_THAN             :より小さい(<)
STR_TRACE_RESTRICT_CONDITIONAL_COMPARATOR_LESS_EQUALS           :以下である(<=)
STR_TRACE_RESTRICT_CONDITIONAL_COMPARATOR_MORE_THAN             :より大きい(>)
STR_TRACE_RESTRICT_CONDITIONAL_COMPARATOR_MORE_EQUALS           :以上である(>=)
STR_TRACE_RESTRICT_CONDITIONAL_COMPARATOR_CARGO_EQUALS          :運送可能
STR_TRACE_RESTRICT_CONDITIONAL_COMPARATOR_CARGO_NOT_EQUALS      :運送不可
STR_TRACE_RESTRICT_CONDITIONAL_COMPARATOR_HAS_STATUS            :次の状態にある
STR_TRACE_RESTRICT_CONDITIONAL_COMPARATOR_DOESNT_HAVE_STATUS    :次の状態にない
STR_TRACE_RESTRICT_CONDITIONAL_COMPARATOR_PASS                  :通過する
STR_TRACE_RESTRICT_CONDITIONAL_COMPARATOR_DOESNT_PASS           :通過しない
STR_TRACE_RESTRICT_CONDITIONAL_IF                               :もし(If)
STR_TRACE_RESTRICT_CONDITIONAL_ELIF                             :でなければもし(Else if)
STR_TRACE_RESTRICT_CONDITIONAL_ORIF                             :又はもし(Or if)
STR_TRACE_RESTRICT_CONDITIONAL_ELSE                             :でなければ(Else)
STR_TRACE_RESTRICT_CONDITIONAL_ENDIF                            :分岐終了(End if)
STR_TRACE_RESTRICT_VARIABLE_TRAIN_LENGTH                        :列車の全長
STR_TRACE_RESTRICT_VARIABLE_MAX_SPEED                           :最高速
STR_TRACE_RESTRICT_VARIABLE_CURRENT_ORDER                       :現在の指令
STR_TRACE_RESTRICT_VARIABLE_NEXT_ORDER                          :次の指令
STR_TRACE_RESTRICT_VARIABLE_LAST_VISITED_STATION                :最後に訪問した駅
STR_TRACE_RESTRICT_VARIABLE_CARGO                               :貨物
STR_TRACE_RESTRICT_VARIABLE_LOAD_PERCENT                        :積載率
STR_TRACE_RESTRICT_VARIABLE_ENTRY_DIRECTION                     :進入方向
STR_TRACE_RESTRICT_VARIABLE_PBS_ENTRY_SIGNAL                    :パス式入場信号
STR_TRACE_RESTRICT_VARIABLE_PBS_ENTRY_SIGNAL_LONG               :パス式信号ブロックに入場した信号
STR_TRACE_RESTRICT_VARIABLE_PBS_RES_END_SIGNAL                  :パス式出場信号
STR_TRACE_RESTRICT_VARIABLE_PBS_RES_END_SIGNAL_LONG             :現在の予約済みパスの終端の信号
STR_TRACE_RESTRICT_VARIABLE_PBS_RES_END_TILE                    :予約パスの終端タイル
STR_TRACE_RESTRICT_VARIABLE_PBS_RES_END_TILE_LONG               :この信号の予約パスの終端タイル
STR_TRACE_RESTRICT_VARIABLE_TRAIN_GROUP                         :列車グループ
STR_TRACE_RESTRICT_VARIABLE_TRAIN_SLOT                          :スロット内の列車
STR_TRACE_RESTRICT_VARIABLE_SLOT_OCCUPANCY                      :スロット占有率
STR_TRACE_RESTRICT_VARIABLE_SLOT_OCCUPANCY_REMAINING            :スロットの空き
STR_TRACE_RESTRICT_VARIABLE_SLOT_OCCUPANCY_SHORT                :占有率
STR_TRACE_RESTRICT_VARIABLE_SLOT_OCCUPANCY_REMAINING_SHORT      :残り
STR_TRACE_RESTRICT_VARIABLE_COUNTER_VALUE                       :カウンター値
STR_TRACE_RESTRICT_VARIABLE_TIME_DATE_VALUE                     :現在時刻/日付
STR_TRACE_RESTRICT_VARIABLE_RESERVED_TILES_AHEAD                :前方の予約済みタイル
STR_TRACE_RESTRICT_VARIABLE_TRAIN_WEIGHT                        :重量
STR_TRACE_RESTRICT_VARIABLE_TRAIN_POWER                         :出力
STR_TRACE_RESTRICT_VARIABLE_TRAIN_MAX_TE                        :最大牽引力
STR_TRACE_RESTRICT_VARIABLE_TRAIN_POWER_WEIGHT_RATIO            :出力 / 重量 比
STR_TRACE_RESTRICT_VARIABLE_TRAIN_MAX_TE_WEIGHT_RATIO           :最大牽引力 / 重量 比
STR_TRACE_RESTRICT_VARIABLE_TRAIN_OWNER                         :列車の所有者
STR_TRACE_RESTRICT_VARIABLE_TRAIN_STATUS                        :列車の状態
STR_TRACE_RESTRICT_VARIABLE_TRAIN_ENGINE_CLASS                  :エンジンクラス
STR_TRACE_RESTRICT_VARIABLE_ORDER_TARGET_DIRECTION              :指令場所の方向
STR_TRACE_RESTRICT_VARIABLE_RESERVATION_THROUGH                 :予約済みパスの通過タイル
STR_TRACE_RESTRICT_VARIABLE_RESERVATION_THROUGH_SHORT           :予約済みパス
STR_TRACE_RESTRICT_VARIABLE_UNDEFINED                           :未定義
STR_TRACE_RESTRICT_VARIABLE_UNDEFINED_RED                       :{RED}未定義
STR_TRACE_RESTRICT_CONDITIONAL_COMPARE_INTEGER                  :{STRING} {STRING} が {3:COMMA} {2:STRING} ならば(then)
STR_TRACE_RESTRICT_CONDITIONAL_COMPARE_SPEED                    :{STRING} {STRING} が {3:VELOCITY} {2:STRING} ならば(then)
STR_TRACE_RESTRICT_CONDITIONAL_COMPARE_WEIGHT                   :{STRING} {STRING} が {3:WEIGHT_SHORT} {2:STRING} ならば(then)
STR_TRACE_RESTRICT_CONDITIONAL_COMPARE_POWER                    :{STRING} {STRING} が {3:POWER} {2:STRING} ならば(then)
STR_TRACE_RESTRICT_CONDITIONAL_COMPARE_FORCE                    :{STRING} {STRING} が {3:FORCE} {2:STRING} ならば(then)
STR_TRACE_RESTRICT_CONDITIONAL_COMPARE_POWER_WEIGHT_RATIO       :{STRING} {STRING} が {3:POWER_WEIGHT_RATIO} {2:STRING} ならば(then)
STR_TRACE_RESTRICT_CONDITIONAL_COMPARE_FORCE_WEIGHT_RATIO       :{STRING} {STRING} が {3:FORCE_WEIGHT_RATIO} {2:STRING} ならば(then)
STR_TRACE_RESTRICT_CONDITIONAL_COMPARE_TIME_HHMM                :{STRING} {STRING} が {3:TIME_HHMM} {2:STRING} ならば(then)
STR_TRACE_RESTRICT_CONDITIONAL_ORDER_STATION                    :{STRING} {STRING} が {3:STATION} {2:STRING} ならば(then)
STR_TRACE_RESTRICT_CONDITIONAL_ORDER_WAYPOINT                   :{STRING} {STRING} が {3:WAYPOINT} {2:STRING} ならば(then)
STR_TRACE_RESTRICT_CONDITIONAL_ORDER_DEPOT                      :{STRING} {STRING} が {3:DEPOT} {2:STRING} ならば(then)
STR_TRACE_RESTRICT_CONDITIONAL_CARGO                            :{STRING} 列車の貨物が {2:STRING} を {1:STRING} ならば(then)
STR_TRACE_RESTRICT_CONDITIONAL_ENTRY_DIRECTION                  :{STRING} 列車が {2:STRING} のタイル境界から進入したの {1:STRING} ならば(then)
STR_TRACE_RESTRICT_CONDITIONAL_ENTRY_SIGNAL_FACE                :{STRING} 列車が信号の {2:STRING} から進入したの {1:STRING} ならば(then)
STR_TRACE_RESTRICT_CONDITIONAL_ENTRY_SIGNAL_TYPE                :{STRING} 列車が {2:STRING} するの {1:STRING} ならば(then)
STR_TRACE_RESTRICT_CONDITIONAL_TILE_INDEX                       :{STRING} {STRING} が {3:NUM} x {4:NUM} に存在するもの {2:STRING} ならば(then)
STR_TRACE_RESTRICT_CONDITIONAL_GROUP                            :{STRING} 列車がグループ: {2:GROUP} の所属 {1:STRING} ならば(then)
STR_TRACE_RESTRICT_CONDITIONAL_GROUP_STR                        :{STRING} 列車がグループ: {2:STRING} {3:STRING} {BLACK}の所属 {1:STRING}ならば(then)
STR_TRACE_RESTRICT_CONDITIONAL_OWNER                            :{STRING} {STRING} が {3:COMPANY} {4:COMPANY_NUM} {2:STRING} ならば(then)
STR_TRACE_RESTRICT_CONDITIONAL_SLOT                             :{STRING} 列車がスロット: {2:TRSLOT} 内 {1:STRING} ならば(then)
STR_TRACE_RESTRICT_CONDITIONAL_SLOT_STR                         :{STRING} 列車がスロット: {2:STRING} {3:STRING} {BLACK}内 {1:STRING}ならば(then)
STR_TRACE_RESTRICT_CONDITIONAL_SLOT_OCCUPANCY                   :{STRING} スロット: {2:TRSLOT} の {1:STRING} が {4:COMMA} {3:STRING} ならば(then)
STR_TRACE_RESTRICT_CONDITIONAL_SLOT_OCCUPANCY_STR               :{STRING} スロット: {2:STRING} {BLACK}{3:STRING} の {1:STRING} が {5:COMMA} {4:STRING} ならば(then)
STR_TRACE_RESTRICT_CONDITIONAL_TRAIN_STATUS                     :{STRING} 列車が {STRING}: {STRING} ならば(then)
STR_TRACE_RESTRICT_CONDITIONAL_COUNTER                          :{STRING} カウンター: {TRCOUNTER} の値が {3:COMMA} {2:STRING} ならば(then)
STR_TRACE_RESTRICT_CONDITIONAL_COUNTER_STR                      :{STRING} カウンター: {STRING} {BLACK}{STRING} の値が {4:COMMA} {3:STRING} ならば(then)
STR_TRACE_RESTRICT_CONDITIONAL_ENGINE_CLASSES                   :{STRING} 列車が {STRING}: {STRING} ならば(then)
STR_TRACE_RESTRICT_CONDITIONAL_TARGET_DIRECTION                 :{STRING} {STRING} のタイル位置がこの信号より {3:STRING} {2:STRING} ならば(then)
STR_TRACE_RESTRICT_CONDITIONAL_PASSES_TILE_INDEX                :{STRING} {STRING} が {3:NUM} x {4:NUM} を {2:STRING} ならば(then)
STR_TRACE_RESTRICT_CONDITIONAL_UNDEFINED                        :{STRING} {STRING} が {RED}未定義 {BLACK} {STRING}{STRING}ならば(then)
STR_TRACE_RESTRICT_CONDITIONAL_COMPARE_UNDEFINED                :{STRING} {RED}未定義 {BLACK}{STRING}ならば(then)
STR_TRACE_RESTRICT_PF_PENALTY_ITEM                              :経路探索ペナルティを {COMMA} 追加する
STR_TRACE_RESTRICT_PF_PENALTY_ITEM_PRESET                       :{STRING} の経路探索ペナルティを追加する
STR_TRACE_RESTRICT_WHITE                                        :{WHITE}
STR_TRACE_RESTRICT_START                                        :開始
STR_TRACE_RESTRICT_END                                          :終了
STR_TRACE_RESTRICT_PF_DENY                                      :拒否する(Deny)
STR_TRACE_RESTRICT_PF_ALLOW                                     :許可する
STR_TRACE_RESTRICT_PF_ALLOW_LONG                                :許可する (以前の拒否を取り消す)
STR_TRACE_RESTRICT_RESERVE_THROUGH                              :予約スルー(Reserve through)
STR_TRACE_RESTRICT_RESERVE_THROUGH_CANCEL                       :予約スルーを取り消す
STR_TRACE_RESTRICT_LONG_RESERVE                                 :長距離予約(Long reserve)
STR_TRACE_RESTRICT_LONG_RESERVE_CANCEL                          :長距離予約を取り消す
STR_TRACE_RESTRICT_LONG_RESERVE_UNLESS_STOPPING                 :長距離予約 (減速中を除く)
STR_TRACE_RESTRICT_WAIT_AT_PBS                                  :パス信号で待機する(Wait at PBS signal)
STR_TRACE_RESTRICT_WAIT_AT_PBS_CANCEL                           :パス信号での待機を解消する
STR_TRACE_RESTRICT_PBS_RES_END_WAIT                             :ここで終了する予約を開始するパス信号で待機する(Wait at start PBS signal for reservation ending here)
STR_TRACE_RESTRICT_PBS_RES_END_WAIT_CANCEL                      :ここで終了する予約を開始するパス信号での待機を解除する
STR_TRACE_RESTRICT_PBS_RES_END_WAIT_SHORT                       :開始パス信号で待機する...
STR_TRACE_RESTRICT_PBS_RES_END_WAIT_CANCEL_SHORT                :開始パス信号での待機を解消する...
STR_TRACE_RESTRICT_PF_PENALTY                                   :ペナルティ
STR_TRACE_RESTRICT_PF_VALUE_SMALL                               :小
STR_TRACE_RESTRICT_PF_VALUE_MEDIUM                              :中
STR_TRACE_RESTRICT_PF_VALUE_LARGE                               :大
STR_TRACE_RESTRICT_PF_VALUE_CUSTOM                              :カスタム
STR_TRACE_RESTRICT_DIRECTION_FRONT                              :前方
STR_TRACE_RESTRICT_DIRECTION_BACK                               :後方
STR_TRACE_RESTRICT_DIRECTION_NE                                 :北東
STR_TRACE_RESTRICT_DIRECTION_SE                                 :南東
STR_TRACE_RESTRICT_DIRECTION_SW                                 :南西
STR_TRACE_RESTRICT_DIRECTION_NW                                 :北西
STR_TRACE_RESTRICT_DIRECTION_TUNBRIDGE_ENTRANCE                 :トンネル/橋梁へ進入
STR_TRACE_RESTRICT_DIRECTION_TUNBRIDGE_EXIT                     :トンネル/橋梁から退出
STR_TRACE_RESTRICT_COMPANY                                      :会社
STR_TRACE_RESTRICT_UNDEFINED_COMPANY                            :未定義の会社
STR_TRACE_RESTRICT_SLOT_OP                                      :スロット操作
STR_TRACE_RESTRICT_REVERSE                                      :反転
STR_TRACE_RESTRICT_SPEED_RESTRICTION                            :速度制限
STR_TRACE_RESTRICT_NEWS_CONTROL                                 :ニュース制御
